sep=|
Flow|Field #|Beginning Location|Length|Contents|Name|Code Structure Description|IJE Only|VRDR Profile|Field|Encoding|Comments
Natality|259|1490|50|Mother's Middle Maiden Name|MOMMMID|Free form literal |||||
Natality|260|1540|50|Mother's Maiden Surname|MOMMAIDN|Free form literal |||||
Natality|261|1590|7|Mother's Maiden Surname Suffix|MOMMSUFX|Valid suffix|||||
Natality|262|1597|10|Residence Street Number|STNUM|parsed residence address|||||
Natality|263|1607|10|Residence Pre Directional|PREDIR||||||
Natality|264|1617|28|Residence Street name|STNAME||||||
Natality|265|1645|10|Residence Street designator|STDESIG||||||
Natality|266|1655|10|Residence Post Directional|POSTDIR||||||
Natality|267|1665|7|Residence Unit or Apartment Number|UNUM||||||
Natality|268|1672|50|Mother's Residence Street Address|ADDRESS|"The item is made up of one long string that includes Street number| Pre Directional| Street name| Street designator| Post Directional| and Unit or Apartment Number. Jurisdiction should use version of Mother's Residence address that's used in their system versus reprogramming."|||||
Natality|269|1722|9|Mother's Residence Zip Code and Zip+4|ZIPCODE|"Valid 5+4 digit zip code; 3 space 3 for Canada; unknown portion left blank; do not include the ""-"""|||||
Natality|270|1731|28|Mother's Residence County (Literal)|COUNTYTXT|Valid county literal |||||
Natality|271|1759|28|Mother's Residence City/Town (Literal)|CITYTEXT|Valid city/town/place literal|||||
Natality|272|1787|28|"State| U.S. Territory or Canadian Province of Residence (Mother) - literal"|STATETXT|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|||||
Natality|273|1815|28|Mother's Residence Country (Literal)|CNTRYTXT|Valid text for country of residence|||||
Natality|274|1843|50|Father's First Name|DADFNAME|Free form literal |||||
Natality|275|1893|50|Father's Middle Name|DADMNAME|Free form literal |||||
Natality|276|1943|50|Father's Last Name|DADLNAME|Free form literal |||||
Natality|277|1993|7|Father's Surname Suffix|DADSUFFX|Valid suffix |||||
Natality|278|2000|9|Mother's Social Security Number|MOM_SSN|9 digit SSN; blank if unknown or not sharable|||||
Natality|279|2009|9|Father's Social Security Number|DAD_SSN|9 digit SSN; blank if unknown or not sharable|||||
Natality|280|2018|2|Mother's Age (Calculated)|MAGE_CALC|"0-98| 99"|||||
Natality|281|2020|2|Father's Age (Calculated)|FAGE_CALC|"0-98| 99"|||||
Natality|282|2022|25|Occupation of Mother|MOM_OC_T|Literal for mother's usual occupation|||||
Natality|283|2047|3|Occupation of Mother (coded)|MOM_OC_C|"Refer to NCHS Instruction Manual Part 19| Industry and Occupation Coding for Death Certificates| 2003. Leave blank if using a coding system other than this"|||||
Natality|284|2050|25|Occupation of Father|DAD_OC_T|Literal for father's usual occupation|||||
Natality|285|2075|3|Occupation of Father (coded)|DAD_OC_C|"Refer to NCHS Instruction Manual Part 19| Industry and Occupation Coding for Death Certificates| 2003. Leave blank if using a coding system other than this"|||||
Natality|286|2078|25|Industry of Mother|MOM_IN_T|Literal for mother's corresponding industry|||||
Natality|287|2103|3|Industry of Mother (coded)|MOM_IN_C|"Refer to NCHS Instruction Manual Part 19| Industry and Occupation Coding for Death Certificates| 2003. Leave blank if using a coding system other than this"|||||
Natality|288|2106|25|Industry of Father|DAD_IN_T|Literal for father's corresponding industry|||||
Natality|289|2131|3|Industry of Father (coded)|DAD_IN_C|"Refer to NCHS Instruction Manual Part 19| Industry and Occupation Coding for Death Certificates| 2003. Leave blank if using a coding system other than this"|||||
Natality|290|2134|2|"State| U.S. Territory or Canadian Province of Birth (Father) - code"|FBPLACD_ST_TER_C|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA           For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|||||
Natality|291|2136|2|Father's Country of Birth (Code)|FBPLACE_CNT_C|d|||||
Natality|292|2138|3|Mother's Hispanic Code for Literal|METHNIC5C|NCHS Appendix D|||||
Natality|293|2141|3|Mother's Edited Hispanic Origin Code|METHNICE|NCHS will send this information to occurrence state for editing or special codes. Send it if available at the time of regular transmission to receiving states. Do not wait to obtain from NCHS if outside of the normal time frame for Interjurisdictional exchange.|||||
Natality|294|2144|2|Mother's Bridged Race - NCHS Code|MRACEBG_C|"01 = White
02 = Black
03 = American Indian/Alaskan Native
04 = Asian Indian
05 = Chinese
06 = Filipino
07 = Japanese
08 = Korean
09 = Vietnamese
10 = Other Asian
11 = Native Hawaiian
12 = Guamanian
13 = Samoan
14 = Other Pacific Islander
15 = Other
21 = Bridged White
22 = Bridged Black
23 = Bridged American Indian/Alaskan Native
24 = Bridged Asian & Pacific Islander"|||||
Natality|295|2146|3|Father's Hispanic Code for Literal|FETHNIC5C|NCHS Appendix D|||||
Natality|296|2149|3|Father's Edited Hispanic Origin Code|FETHNICE|NCHS Appendix D|||||
Natality|297|2152|2|Father's Bridged Race - NCHS Code|FRACEBG_C|"01 = White
02 = Black
03 = American Indian/Alaskan Native
04 = Asian Indian
05 = Chinese
06 = Filipino
07 = Japanese
08 = Korean
09 = Vietnamese
10 = Other Asian
11 = Native Hawaiian
12 = Guamanian
13 = Samoan
14 = Other Pacific Islander
15 = Other
21 = Bridged White
22 = Bridged Black
23 = Bridged American Indian/Alaskan Native
24 = Bridged Asian & Pacific Islander"|||||
Natality|298|2154|15|Mother's Hispanic Origin - Specify|METHNIC_T|"Text| comma delimit multiple entries"|||||
Natality|299|2169|50|Mother's Race - Specify|MRACE_T|"Text| comma delimit multiple entries"|||||
Natality|300|2219|15|Father's Hispanic Origin - Specify|FETHNIC_T|"Text| comma delimit multiple entries"|||||
Natality|301|2234|50|Father's Race - Specify|FRACE_T|"Text| comma delimit multiple entries"|||||
Natality|302|2284|50|Facility Mother Moved From (if transferred)|HOSPFROM|Literal facility name; blank if not transferred|||||
Natality|303|2334|50|Facility Infant Transferred To (if transferred w/in 24 hours)|HOSPTO|Literal facility name; blank if not transferred|||||
Natality|304|2384|20|"Attendant (""Other"" specified text)"|ATTEND_OTH_TXT|"Alpha character string when ""Other"" text is specified"|||||
Natality|305|2404|28|"State| U.S. Territory or Canadian Province of Birth (Mother) - literal"|MBPLACE_ST_TER_TXT|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|||||
Natality|306|2432|28|Mother's Country of Birth (Literal)|MBPLACE_CNTRY_TXT|Valid text for country of birth|||||
Natality|307|2460|28|"State| U.S. Territory or Canadian Province of Birth (Father) - literal"|FBPLACE_ST_TER_TXT|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|||||
Natality|308|2488|28|Father's Country of Birth (Literal)|FBPLACE_CNTRY_TXT|Valid text for country of birth|||||
Natality|309|2516|10|Mother's Mailing Address Street number|MAIL_STNUM|parsed mailing address|||||
Natality|310|2526|10|Mother's Mailing Address Pre Directional|MAIL_PREDIR||||||
Natality|311|2536|28|Mother's Mailing Address Street name|MAIL_STNAME||||||
Natality|312|2564|10|Mother's Mailing Address Street designator|MAIL_STDESIG||||||
Natality|313|2574|10|Mother's Mailing Address Post Directional|MAIL_POSTDIR||||||
Natality|314|2584|7|Mother's Mailing Address Unit or Apartment Number|MAIL_UNUM||||||
Natality|315|2591|50|Mother's Mailing Address Street Address|MAIL_ADDRESS|"The item is made up of one long string that includes Street number| Pre Directional| Street name| Street designator| Post Directional| and Unit or Apartment Number. Jurisdiction should use version of Mother's Mailing address that's used in their system versus reprogramming."|||||
Natality|316|2641|9|Mother's Mailing Address Zip Code and Zip+4|MAIL_ZIPCODE|"Valid 5+4 digit zip code; 3 space 3 for Canada; unknown portion left blank; do not include the ""-"""|||||
Natality|317|2650|28|Mother's Mailing Address County (Literal)|MAIL_COUNTYTXT|Valid county literal |||||
Natality|318|2678|28|Mother's Mailing Address City/Town (Literal)|MAIL_CITYTEXT|Valid city/town/place literal|||||
Natality|319|2706|28|Mother's Mailing Address State (Literal)|MAIL_STATETXT|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|||||
Natality|320|2734|28|Mother's Mailing Address Country (Literal)|MAIL_CNTRYTXT|"Valid country literal when foreign| otherwise U.S."|||||
Natality|321|2762|1|Social Security Number Requested for Child?|SSN_REQ|"Y = Yes
N = No"|||||
Natality|322|2763|1|SSA/EAB Citizenship Code|SSN_CITIZEN_CD|"Currently ""1"" is the only valid value."|||||
Natality|323|2764|1|SSA/EAB Multiple Birth Code|SSN_MULT_BTH_CD|"Y = Yes
N = No
or blank"|||||
Natality|324|2765|1|SSA/EAB Feedback Release|SSN_FEEDBACK|"Y = Yes
N = No
or blank"|||||
Natality|325|2766|11|SSA/EAB Birth Certificate Number Code|SSN_BRTH_CRT_NO|Refer to the Social Security Administration's State Processing Guidelines for Enumeration at Birth |||||
Natality|326|2777|50|Attendant's Name|ATTEND_NAME|Free form literal |||||
Natality|327|2827|12|Attendant's NPI|ATTEND_NPI|National Provider Index (NPI) number of attendant at birth|||||
Natality|328|2839|50|Certifier's Name|CERTIF_NAME|Free form literal |||||
Natality|329|2889|12|Certifier's NPI|CERTIF_NPI|National Provider Index (NPI) number of certifier of birth|||||
Natality|330|2901|1|Certifier Title|CERTIF|"1 = MD
2 = DO
3 = CNM/CM
4 = Other midwife
5 = Other (specify)
6 = Hospital Admin
9 = Unknown"|||||
Natality|331|2902|20|"Certifier (""Other"" specified text)"|CERTIF_OTH_TXT|"Alpha character string when ""Other"" text is specified"|||||
Natality|332|2922|15|Infant's Medical Record Number|INF_MED_REC_NUM| |||||
Natality|333|2937|15|Mother's Medical Record Number|MOM_MED_REC_NUM| |||||
Natality|334|2952|4|Date Signed by Certifier--Year|CERTIFIED_YR|4 digit year (= or > year of birth of child);  9999 = unknown|||||
Natality|335|2956|2|Date Signed by Certifier--Month|CERTIFIED_MO|"01-12| 99"|||||
Natality|336|2958|2|Date Signed by Certifier--Day|CERTIFIED_DY|"01-31 (based on month)| 99"|||||
Natality|337|2960|4|Date Filed by Registrar--Year|REGISTER_YR|4 digit year (= or > year of birth of child)|||||
Natality|338|2964|2|Date Filed by Registrar--Month|REGISTER_MO|12-Jan|||||
Natality|339|2966|2|Date Filed by Registrar--Day|REGISTER_DY|01-31 (based on month)|||||
Natality|340|2968|50|"For use of jurisdictions with domestic partnerships| other
types of relationships."|MARITAL_DESCRIP|Free text|||||
Natality|341|3018|1|Replacement (amended) record|REPLACE|"0=original record; 1=updated record; 2=updated| do not send to NCHS"|||||
Natality|342|3019|1|Blank for One-Byte Field 1|PLACE1_1|alphanumeric|||||
Natality|343|3020|1|Blank for One-Byte Field 2|PLACE1_2|alphanumeric|||||
Natality|344|3021|1|Blank for One-Byte Field 3|PLACE1_3|alphanumeric|||||
Natality|345|3022|1|Blank for One-Byte Field 4|PLACE1_4|alphanumeric|||||
Natality|346|3023|1|Blank for One-Byte Field 5|PLACE1_5|alphanumeric|||||
Natality|347|3024|1|Blank for One-Byte Field 6|PLACE1_6|alphanumeric|||||
Natality|348|3025|8|Blank for Eight-Byte Field 1|PLACE8_1|alphanumeric|||||
Natality|349|3033|8|Blank for Eight-Byte Field 2|PLACE8_2|alphanumeric|||||
Natality|350|3041|8|Blank for Eight-Byte Field 3|PLACE8_3|alphanumeric|||||
Natality|351|3049|20|Blank for Twenty-Byte Field|PLACE20|alphanumeric|||||
Natality|352|3069|450|Blank for Future Expansion|BLANK|For future expansion or to account for problems missed|||||
Natality|353|3519|482|Blank for Jurisdictional Use Only|BLANK2|For Jurisdictions to share additional internal data with their data partners |||||
